id,ChallengeId,text,order,unlocked,createdAt,updatedAt
171,48,"If you harvested Jim’s password hash, you can try to attack that instead of using SQL Injection.",NULL,0,2026-05-10 17:24:23.945 +00:00,2026-05-10 17:24:23.945 +00:00
172,49,"MC SafeSearch is a rapper who produced the song ""Protect Ya' Passwordz"" which explains password & sensitive data protection very nicely.",NULL,0,2026-05-10 17:24:23.948 +00:00,2026-05-10 17:24:23.948 +00:00
173,49,"After watching the music video of this song, you should agree that even ⭐⭐ is a slightly exaggerated difficulty rating for this challenge.",NULL,0,2026-05-10 17:24:23.948 +00:00,2026-05-10 17:24:23.948 +00:00
174,50,The underlying flaw of this challenge is a lot more human error than technical weakness.,NULL,0,2026-05-10 17:24:23.951 +00:00,2026-05-10 17:24:23.951 +00:00
175,50,The support team is located in a low-cost country and the team structure fluctuates a lot due to people leaving for jobs with even just slightly better wages.,NULL,0,2026-05-10 17:24:23.951 +00:00,2026-05-10 17:24:23.951 +00:00
176,50,To prevent abuse the password for the support team account itself is actually very strong.,NULL,0,2026-05-10 17:24:23.951 +00:00,2026-05-10 17:24:23.951 +00:00
177,50,"To allow easy access during an incident, the support team utilizes a 3rd party tool which every support engineer can access to get the current account password from.",NULL,0,2026-05-10 17:24:23.951 +00:00,2026-05-10 17:24:23.951 +00:00
178,50,"While it is also possible to use SQL Injection to log in as the support team, this will not solve the challenge.",NULL,0,2026-05-10 17:24:23.951 +00:00,2026-05-10 17:24:23.951 +00:00
179,51,Have an eye on the HTTP traffic while placing products in the shopping basket.,NULL,0,2026-05-10 17:24:23.956 +00:00,2026-05-10 17:24:23.956 +00:00
180,51,Adding more instances of the same product to someone else’s basket does not qualify as a solution. The same goes for stealing from someone else’s basket.,NULL,0,2026-05-10 17:24:23.956 +00:00,2026-05-10 17:24:23.956 +00:00
181,51,This challenge requires a bit more sophisticated tampering than others of the same ilk.,NULL,0,2026-05-10 17:24:23.956 +00:00,2026-05-10 17:24:23.956 +00:00

